2019-11-10	45	1	10	11	4	2019	0	0
2019-11-11	46	2	11	11	4	2019	0	0
2019-11-12	46	3	12	11	4	2019	0	0
2019-11-13	46	4	13	11	4	2019	0	0
2019-11-14	46	5	14	11	4	2019	0	0
2019-11-15	46	6	15	11	4	2019	1	0
2019-11-16	46	7	16	11	4	2019	1	0
2019-11-17	46	1	17	11	4	2019	0	0
2019-11-18	47	2	18	11	4	2019	0	0
2019-11-19	47	3	19	11	4	2019	0	0
2019-11-20	47	4	20	11	4	2019	0	0
2019-11-21	47	5	21	11	4	2019	0	0
2019-11-22	47	6	22	11	4	2019	1	0
2019-11-23	47	7	23	11	4	2019	1	0
2019-11-24	47	1	24	11	4	2019	0	0
2019-11-25	48	2	25	11	4	2019	0	0
2019-11-26	48	3	26	11	4	2019	0	0
2019-11-27	48	4	27	11	4	2019	0	0
2019-11-28	48	5	28	11	4	2019	0	0
2019-11-29	48	6	29	11	4	2019	1	0
2019-11-30	48	7	30	11	4	2019	1	0
2019-12-01	48	1	1	12	4	2019	0	0
2019-12-02	49	2	2	12	4	2019	0	0
2019-12-03	49	3	3	12	4	2019	0	0
2019-12-04	49	4	4	12	4	2019	0	0
2019-12-05	49	5	5	12	4	2019	0	0
2019-12-06	49	6	6	12	4	2019	1	0
2019-12-07	49	7	7	12	4	2019	1	0
2019-12-08	49	1	8	12	4	2019	0	0
2019-12-09	50	2	9	12	4	2019	0	0
2019-12-10	50	3	10	12	4	2019	0	0
2019-12-11	50	4	11	12	4	2019	0	0
2019-12-12	50	5	12	12	4	2019	0	0
2019-12-13	50	6	13	12	4	2019	1	0
2019-12-14	50	7	14	12	4	2019	1	0
2019-12-15	50	1	15	12	4	2019	0	0
2019-12-16	51	2	16	12	4	2019	0	0
2019-12-17	51	3	17	12	4	2019	0	0
2019-12-18	51	4	18	12	4	2019	0	0
2019-12-19	51	5	19	12	4	2019	0	0
2019-12-20	51	6	20	12	4	2019	1	0
2019-12-21	51	7	21	12	4	2019	1	0
2019-12-22	51	1	22	12	4	2019	0	0
2019-12-23	52	2	23	12	4	2019	0	0
2019-12-24	52	3	24	12	4	2019	0	0
2019-12-25	52	4	25	12	4	2019	0	0
2019-12-26	52	5	26	12	4	2019	0	0
2019-12-27	52	6	27	12	4	2019	1	0
2019-12-28	52	7	28	12	4	2019	1	0
2019-12-29	52	1	29	12	4	2019	0	0
2019-12-30	1	2	30	12	4	2019	0	0
2019-12-31	1	3	31	12	4	2019	0	0
2020-01-01	1	4	1	1	1	2020	0	1
2020-01-02	1	5	2	1	1	2020	0	0
2020-01-03	1	6	3	1	1	2020	1	0
2020-01-04	1	7	4	1	1	2020	1	0
2020-01-05	1	1	5	1	1	2020	0	0
2020-01-06	2	2	6	1	1	2020	0	0
2020-01-07	2	3	7	1	1	2020	0	0
2020-01-08	2	4	8	1	1	2020	0	0
2020-01-09	2	5	9	1	1	2020	0	0
2020-01-10	2	6	10	1	1	2020	1	0
2020-01-11	2	7	11	1	1	2020	1	0
2020-01-12	2	1	12	1	1	2020	0	0
2020-01-13	3	2	13	1	1	2020	0	0
2020-01-14	3	3	14	1	1	2020	0	0
2020-01-15	3	4	15	1	1	2020	0	0
2020-01-16	3	5	16	1	1	2020	0	0
2020-01-17	3	6	17	1	1	2020	1	0
2020-01-18	3	7	18	1	1	2020	1	0
2020-01-19	3	1	19	1	1	2020	0	2
2020-01-20	4	2	20	1	1	2020	0	2
2020-01-21	4	3	21	1	1	2020	0	2
2020-01-22	4	4	22	1	1	2020	0	2
2020-01-23	4	5	23	1	1	2020	0	2
2020-01-24	4	6	24	1	1	2020	1	2
2020-01-25	4	7	25	1	1	2020	1	2
2020-01-26	4	1	26	1	1	2020	0	2
2020-01-27	5	2	27	1	1	2020	0	2
2020-01-28	5	3	28	1	1	2020	0	2
2020-01-29	5	4	29	1	1	2020	0	2
2020-01-30	5	5	30	1	1	2020	0	2
2020-01-31	5	6	31	1	1	2020	1	2
2020-02-01	5	7	1	2	1	2020	1	2
2020-02-02	5	1	2	2	1	2020	0	0
2020-02-03	6	2	3	2	1	2020	0	0
2020-02-04	6	3	4	2	1	2020	0	0
2020-02-05	6	4	5	2	1	2020	0	0
2020-02-06	6	5	6	2	1	2020	0	0
2020-02-07	6	6	7	2	1	2020	1	0
2020-02-08	6	7	8	2	1	2020	1	0
2020-02-09	6	1	9	2	1	2020	0	0
2020-02-10	7	2	10	2	1	2020	0	0
